userid,action,operationname,markercolor,processcode,devicecode,markerposition,markertext,description,pageno,contentsid,memotext,eventtime
ds121,https://w3id.org/xapi/adb/verbs/read,NEXT,NULL,003,tablet,NULL,NULL,NULL,16,9f61408e3afb633e50cdf1b20de6f466,NULL,2017-11-22 06:05:33.0000000
ds103,https://w3id.org/xapi/adb/verbs/read,NEXT,NULL,003,pc,NULL,NULL,NULL,5,9f61408e3afb633e50cdf1b20de6f466,NULL,2017-11-22 06:05:33.0000000
ds142,https://w3id.org/xapi/adb/verbs/read,NEXT,NULL,003,pc,NULL,NULL,NULL,15,9f61408e3afb633e50cdf1b20de6f466,NULL,2017-11-22 06:05:34.0000000
ds103,https://w3id.org/xapi/adb/verbs/read,NEXT,NULL,003,pc,NULL,NULL,NULL,6,9f61408e3afb633e50cdf1b20de6f466,NULL,2017-11-22 06:05:34.0000000
ds103,https://w3id.org/xapi/adb/verbs/read,NEXT,NULL,003,pc,NULL,NULL,NULL,7,9f61408e3afb633e50cdf1b20de6f466,NULL,2017-11-22 06:05:34.0000000
ds103,https://w3id.org/xapi/adb/verbs/read,NEXT,NULL,003,pc,NULL,NULL,NULL,8,9f61408e3afb633e50cdf1b20de6f466,NULL,2017-11-22 06:05:34.0000000
ds124,https://w3id.org/xapi/adb/verbs/read,PREV,NULL,002,pc,NULL,NULL,NULL,15,9f61408e3afb633e50cdf1b20de6f466,NULL,2017-11-22 06:05:35.0000000
ds124,https://w3id.org/xapi/adb/verbs/read,PREV,NULL,002,pc,NULL,NULL,NULL,14,9f61408e3afb633e50cdf1b20de6f466,NULL,2017-11-22 06:05:35.0000000
ds103,https://w3id.org/xapi/adb/verbs/read,NEXT,NULL,003,pc,NULL,NULL,NULL,9,9f61408e3afb633e50cdf1b20de6f466,NULL,2017-11-22 06:05:37.0000000
ds142,https://w3id.org/xapi/adb/verbs/read,PREV,NULL,002,pc,NULL,NULL,NULL,16,9f61408e3afb633e50cdf1b20de6f466,NULL,2017-11-22 06:05:37.0000000
ds103,https://w3id.org/xapi/adb/verbs/read,NEXT,NULL,003,pc,NULL,NULL,NULL,10,9f61408e3afb633e50cdf1b20de6f466,NULL,2017-11-22 06:05:37.0000000
ds124,https://w3id.org/xapi/adb/verbs/read,NEXT,NULL,003,pc,NULL,NULL,NULL,13,9f61408e3afb633e50cdf1b20de6f466,NULL,2017-11-22 06:05:39.0000000
ds103,https://w3id.org/xapi/adb/verbs/read,NEXT,NULL,003,pc,NULL,NULL,NULL,11,9f61408e3afb633e50cdf1b20de6f466,NULL,2017-11-22 06:05:39.0000000
ds103,https://w3id.org/xapi/adb/verbs/read,NEXT,NULL,003,pc,NULL,NULL,NULL,12,9f61408e3afb633e50cdf1b20de6f466,NULL,2017-11-22 06:05:39.0000000
ds142,https://w3id.org/xapi/adb/verbs/read,PREV,NULL,002,pc,NULL,NULL,NULL,15,9f61408e3afb633e50cdf1b20de6f466,NULL,2017-11-22 06:05:40.0000000
ds103,https://w3id.org/xapi/adb/verbs/read,NEXT,NULL,003,pc,NULL,NULL,NULL,13,9f61408e3afb633e50cdf1b20de6f466,NULL,2017-11-22 06:05:41.0000000
ds103,https://w3id.org/xapi/adb/verbs/read,NEXT,NULL,003,pc,NULL,NULL,NULL,14,9f61408e3afb633e50cdf1b20de6f466,NULL,2017-11-22 06:05:42.0000000
ds133,https://w3id.org/xapi/adb/verbs/read,NEXT,NULL,003,pc,NULL,NULL,NULL,11,9f61408e3afb633e50cdf1b20de6f466,NULL,2017-11-22 06:05:42.0000000
ds103,https://w3id.org/xapi/adb/verbs/read,NEXT,NULL,003,pc,NULL,NULL,NULL,15,9f61408e3afb633e50cdf1b20de6f466,NULL,2017-11-22 06:05:43.0000000
ds103,https://w3id.org/xapi/adb/verbs/read,NEXT,NULL,003,pc,NULL,NULL,NULL,16,9f61408e3afb633e50cdf1b20de6f466,NULL,2017-11-22 06:05:44.0000000
ds133,https://w3id.org/xapi/adb/verbs/read,NEXT,NULL,003,pc,NULL,NULL,NULL,12,9f61408e3afb633e50cdf1b20de6f466,NULL,2017-11-22 06:05:44.0000000
ds146,https://w3id.org/xapi/adb/verbs/read,NEXT,NULL,003,pc,NULL,NULL,NULL,15,9f61408e3afb633e50cdf1b20de6f466,NULL,2017-11-22 06:05:45.0000000
ds103,https://w3id.org/xapi/adb/verbs/read,PREV,NULL,002,pc,NULL,NULL,NULL,17,9f61408e3afb633e50cdf1b20de6f466,NULL,2017-11-22 06:05:47.0000000
ds103,https://w3id.org/xapi/adb/verbs/read,PREV,NULL,002,pc,NULL,NULL,NULL,16,9f61408e3afb633e50cdf1b20de6f466,NULL,2017-11-22 06:05:47.0000000
ds103,https://w3id.org/xapi/adb/verbs/read,PREV,NULL,002,pc,NULL,NULL,NULL,15,9f61408e3afb633e50cdf1b20de6f466,NULL,2017-11-22 06:05:48.0000000
ds103,https://w3id.org/xapi/adb/verbs/read,PREV,NULL,002,pc,NULL,NULL,NULL,14,9f61408e3afb633e50cdf1b20de6f466,NULL,2017-11-22 06:05:48.0000000
ds103,https://w3id.org/xapi/adb/verbs/read,NEXT,NULL,003,pc,NULL,NULL,NULL,13,9f61408e3afb633e50cdf1b20de6f466,NULL,2017-11-22 06:05:48.0000000
ds103,https://w3id.org/xapi/adb/verbs/read,PREV,NULL,002,pc,NULL,NULL,NULL,14,9f61408e3afb633e50cdf1b20de6f466,NULL,2017-11-22 06:05:50.0000000
ds103,https://w3id.org/xapi/adb/verbs/read,PREV,NULL,002,pc,NULL,NULL,NULL,13,9f61408e3afb633e50cdf1b20de6f466,NULL,2017-11-22 06:05:51.0000000
ds103,https://w3id.org/xapi/adb/verbs/read,PREV,NULL,002,pc,NULL,NULL,NULL,12,9f61408e3afb633e50cdf1b20de6f466,NULL,2017-11-22 06:05:52.0000000
ds103,https://w3id.org/xapi/adb/verbs/read,PREV,NULL,002,pc,NULL,NULL,NULL,11,9f61408e3afb633e50cdf1b20de6f466,NULL,2017-11-22 06:05:52.0000000
ds123,https://w3id.org/xapi/adb/verbs/read,NEXT,NULL,003,pc,NULL,NULL,NULL,11,9f61408e3afb633e50cdf1b20de6f466,NULL,2017-11-22 06:05:52.0000000
ds133,https://w3id.org/xapi/adb/verbs/read,NEXT,NULL,003,pc,NULL,NULL,NULL,13,9f61408e3afb633e50cdf1b20de6f466,NULL,2017-11-22 06:05:52.0000000
ds103,https://w3id.org/xapi/adb/verbs/read,NEXT,NULL,003,pc,NULL,NULL,NULL,10,9f61408e3afb633e50cdf1b20de6f466,NULL,2017-11-22 06:05:53.0000000
ds123,https://w3id.org/xapi/adb/verbs/read,NEXT,NULL,003,pc,NULL,NULL,NULL,12,9f61408e3afb633e50cdf1b20de6f466,NULL,2017-11-22 06:05:53.0000000
ds127,https://w3id.org/xapi/adb/verbs/read,PREV,NULL,002,pc,NULL,NULL,NULL,14,9f61408e3afb633e50cdf1b20de6f466,NULL,2017-11-22 06:05:53.0000000
ds123,https://w3id.org/xapi/adb/verbs/read,NEXT,NULL,003,pc,NULL,NULL,NULL,13,9f61408e3afb633e50cdf1b20de6f466,NULL,2017-11-22 06:05:55.0000000
ds123,https://w3id.org/xapi/adb/verbs/read,NEXT,NULL,003,pc,NULL,NULL,NULL,14,9f61408e3afb633e50cdf1b20de6f466,NULL,2017-11-22 06:05:56.0000000
ds146,https://w3id.org/xapi/adb/verbs/read,NEXT,NULL,003,pc,NULL,NULL,NULL,16,9f61408e3afb633e50cdf1b20de6f466,NULL,2017-11-22 06:05:56.0000000
ds127,https://w3id.org/xapi/adb/verbs/read,PREV,NULL,002,pc,NULL,NULL,NULL,13,9f61408e3afb633e50cdf1b20de6f466,NULL,2017-11-22 06:05:57.0000000
ds121,https://w3id.org/xapi/adb/verbs/read,NEXT,NULL,003,tablet,NULL,NULL,NULL,17,9f61408e3afb633e50cdf1b20de6f466,NULL,2017-11-22 06:05:57.0000000
ds127,https://w3id.org/xapi/adb/verbs/read,PREV,NULL,002,pc,NULL,NULL,NULL,12,9f61408e3afb633e50cdf1b20de6f466,NULL,2017-11-22 06:05:58.0000000
ds124,https://w3id.org/xapi/adb/verbs/read,NEXT,NULL,003,pc,NULL,NULL,NULL,14,9f61408e3afb633e50cdf1b20de6f466,NULL,2017-11-22 06:05:58.0000000
ds146,https://w3id.org/xapi/adb/verbs/read,PREV,NULL,002,pc,NULL,NULL,NULL,17,9f61408e3afb633e50cdf1b20de6f466,NULL,2017-11-22 06:05:58.0000000
ds146,https://w3id.org/xapi/adb/verbs/read,PREV,NULL,002,pc,NULL,NULL,NULL,16,9f61408e3afb633e50cdf1b20de6f466,NULL,2017-11-22 06:05:58.0000000
ds124,https://w3id.org/xapi/adb/verbs/read,NEXT,NULL,003,pc,NULL,NULL,NULL,15,9f61408e3afb633e50cdf1b20de6f466,NULL,2017-11-22 06:05:59.0000000
ds121,https://w3id.org/xapi/adb/verbs/read,PREV,NULL,002,tablet,NULL,NULL,NULL,18,9f61408e3afb633e50cdf1b20de6f466,NULL,2017-11-22 06:06:00.0000000
ds121,https://w3id.org/xapi/adb/verbs/read,PREV,NULL,002,tablet,NULL,NULL,NULL,17,9f61408e3afb633e50cdf1b20de6f466,NULL,2017-11-22 06:06:00.0000000
ds103,https://w3id.org/xapi/adb/verbs/read,PREV,NULL,002,pc,NULL,NULL,NULL,11,9f61408e3afb633e50cdf1b20de6f466,NULL,2017-11-22 06:06:00.0000000
ds106,https://w3id.org/xapi/adb/verbs/read,NEXT,NULL,003,pc,NULL,NULL,NULL,14,9f61408e3afb633e50cdf1b20de6f466,NULL,2017-11-22 06:06:00.0000000
ds121,https://w3id.org/xapi/adb/verbs/read,PREV,NULL,002,tablet,NULL,NULL,NULL,16,9f61408e3afb633e50cdf1b20de6f466,NULL,2017-11-22 06:06:01.0000000
ds127,https://w3id.org/xapi/adb/verbs/read,PREV,NULL,002,pc,NULL,NULL,NULL,11,9f61408e3afb633e50cdf1b20de6f466,NULL,2017-11-22 06:06:04.0000000
ds121,https://w3id.org/xapi/adb/verbs/read,NEXT,NULL,003,tablet,NULL,NULL,NULL,15,9f61408e3afb633e50cdf1b20de6f466,NULL,2017-11-22 06:06:07.0000000
ds121,https://w3id.org/xapi/adb/verbs/read,NEXT,NULL,003,tablet,NULL,NULL,NULL,16,9f61408e3afb633e50cdf1b20de6f466,NULL,2017-11-22 06:06:08.0000000
ds106,https://w3id.org/xapi/adb/verbs/read,NEXT,NULL,003,pc,NULL,NULL,NULL,15,9f61408e3afb633e50cdf1b20de6f466,NULL,2017-11-22 06:06:10.0000000
ds127,https://w3id.org/xapi/adb/verbs/read,PREV,NULL,002,pc,NULL,NULL,NULL,10,9f61408e3afb633e50cdf1b20de6f466,NULL,2017-11-22 06:06:22.0000000
ds103,https://w3id.org/xapi/adb/verbs/read,NEXT,NULL,003,pc,NULL,NULL,NULL,10,9f61408e3afb633e50cdf1b20de6f466,NULL,2017-11-22 06:06:27.0000000
ds126,https://w3id.org/xapi/adb/verbs/read,NEXT,NULL,003,tablet,NULL,NULL,NULL,12,9f61408e3afb633e50cdf1b20de6f466,NULL,2017-11-22 06:06:27.0000000
ds127,https://w3id.org/xapi/adb/verbs/read,NEXT,NULL,003,pc,NULL,NULL,NULL,9,9f61408e3afb633e50cdf1b20de6f466,NULL,2017-11-22 06:06:27.0000000
ds127,https://w3id.org/xapi/adb/verbs/read,NEXT,NULL,003,pc,NULL,NULL,NULL,10,9f61408e3afb633e50cdf1b20de6f466,NULL,2017-11-22 06:06:27.0000000
ds127,https://w3id.org/xapi/adb/verbs/read,NEXT,NULL,003,pc,NULL,NULL,NULL,11,9f61408e3afb633e50cdf1b20de6f466,NULL,2017-11-22 06:06:27.0000000
ds127,https://w3id.org/xapi/adb/verbs/read,NEXT,NULL,003,pc,NULL,NULL,NULL,12,9f61408e3afb633e50cdf1b20de6f466,NULL,2017-11-22 06:06:27.0000000
ds126,https://w3id.org/xapi/adb/verbs/read,NEXT,NULL,003,tablet,NULL,NULL,NULL,13,9f61408e3afb633e50cdf1b20de6f466,NULL,2017-11-22 06:06:28.0000000
ds103,https://w3id.org/xapi/adb/verbs/read,NEXT,NULL,003,pc,NULL,NULL,NULL,11,9f61408e3afb633e50cdf1b20de6f466,NULL,2017-11-22 06:06:28.0000000
ds103,https://w3id.org/xapi/adb/verbs/read,NEXT,NULL,003,pc,NULL,NULL,NULL,12,9f61408e3afb633e50cdf1b20de6f466,NULL,2017-11-22 06:06:28.0000000
ds103,https://w3id.org/xapi/adb/verbs/read,NEXT,NULL,003,pc,NULL,NULL,NULL,13,9f61408e3afb633e50cdf1b20de6f466,NULL,2017-11-22 06:06:28.0000000
ds127,https://w3id.org/xapi/adb/verbs/read,NEXT,NULL,003,pc,NULL,NULL,NULL,13,9f61408e3afb633e50cdf1b20de6f466,NULL,2017-11-22 06:06:28.0000000
ds127,https://w3id.org/xapi/adb/verbs/read,NEXT,NULL,003,pc,NULL,NULL,NULL,14,9f61408e3afb633e50cdf1b20de6f466,NULL,2017-11-22 06:06:28.0000000
ds126,https://w3id.org/xapi/adb/verbs/read,NEXT,NULL,003,tablet,NULL,NULL,NULL,14,9f61408e3afb633e50cdf1b20de6f466,NULL,2017-11-22 06:06:29.0000000
ds118,https://w3id.org/xapi/adb/verbs/read,NEXT,NULL,003,mobile,NULL,NULL,NULL,15,9f61408e3afb633e50cdf1b20de6f466,NULL,2017-11-22 06:06:29.0000000
ds103,https://w3id.org/xapi/adb/verbs/read,NEXT,NULL,003,pc,NULL,NULL,NULL,14,9f61408e3afb633e50cdf1b20de6f466,NULL,2017-11-22 06:06:29.0000000
ds103,https://w3id.org/xapi/adb/verbs/read,NEXT,NULL,003,pc,NULL,NULL,NULL,15,9f61408e3afb633e50cdf1b20de6f466,NULL,2017-11-22 06:06:29.0000000
ds127,https://w3id.org/xapi/adb/verbs/read,NEXT,NULL,003,pc,NULL,NULL,NULL,15,9f61408e3afb633e50cdf1b20de6f466,NULL,2017-11-22 06:06:29.0000000
ds126,https://w3id.org/xapi/adb/verbs/read,NEXT,NULL,003,tablet,NULL,NULL,NULL,15,9f61408e3afb633e50cdf1b20de6f466,NULL,2017-11-22 06:06:30.0000000
ds118,https://w3id.org/xapi/adb/verbs/read,NEXT,NULL,003,mobile,NULL,NULL,NULL,16,9f61408e3afb633e50cdf1b20de6f466,NULL,2017-11-22 06:06:30.0000000
ds127,https://w3id.org/xapi/adb/verbs/read,PREV,NULL,002,pc,NULL,NULL,NULL,16,9f61408e3afb633e50cdf1b20de6f466,NULL,2017-11-22 06:06:30.0000000
ds103,https://w3id.org/xapi/adb/verbs/read,NEXT,NULL,003,pc,NULL,NULL,NULL,16,9f61408e3afb633e50cdf1b20de6f466,NULL,2017-11-22 06:06:30.0000000
ds126,https://w3id.org/xapi/adb/verbs/read,NEXT,NULL,003,tablet,NULL,NULL,NULL,16,9f61408e3afb633e50cdf1b20de6f466,NULL,2017-11-22 06:06:31.0000000
ds153,https://w3id.org/xapi/adb/verbs/read,NEXT,NULL,003,pc,NULL,NULL,NULL,11,9f61408e3afb633e50cdf1b20de6f466,NULL,2017-11-22 06:06:35.0000000
ds153,https://w3id.org/xapi/adb/verbs/read,NEXT,NULL,003,pc,NULL,NULL,NULL,12,9f61408e3afb633e50cdf1b20de6f466,NULL,2017-11-22 06:06:36.0000000
ds153,https://w3id.org/xapi/adb/verbs/read,NEXT,NULL,003,pc,NULL,NULL,NULL,13,9f61408e3afb633e50cdf1b20de6f466,NULL,2017-11-22 06:06:39.0000000
ds125,https://w3id.org/xapi/adb/verbs/read,NEXT,NULL,003,pc,NULL,NULL,NULL,17,9f61408e3afb633e50cdf1b20de6f466,NULL,2017-11-22 06:06:40.0000000
ds127,https://w3id.org/xapi/adb/verbs/read,NEXT,NULL,003,pc,NULL,NULL,NULL,15,9f61408e3afb633e50cdf1b20de6f466,NULL,2017-11-22 06:06:41.0000000
ds153,https://w3id.org/xapi/adb/verbs/read,NEXT,NULL,003,pc,NULL,NULL,NULL,15,9f61408e3afb633e50cdf1b20de6f466,NULL,2017-11-22 06:06:44.0000000
ds127,https://w3id.org/xapi/adb/verbs/read,NEXT,NULL,003,pc,NULL,NULL,NULL,16,9f61408e3afb633e50cdf1b20de6f466,NULL,2017-11-22 06:06:44.0000000
ds153,https://w3id.org/xapi/adb/verbs/read,NEXT,NULL,003,pc,NULL,NULL,NULL,14,9f61408e3afb633e50cdf1b20de6f466,NULL,2017-11-22 06:06:44.0000000
ds153,https://w3id.org/xapi/adb/verbs/read,NEXT,NULL,003,pc,NULL,NULL,NULL,16,9f61408e3afb633e50cdf1b20de6f466,NULL,2017-11-22 06:06:45.0000000
ds153,https://w3id.org/xapi/adb/verbs/read,NEXT,NULL,003,pc,NULL,NULL,NULL,17,9f61408e3afb633e50cdf1b20de6f466,NULL,2017-11-22 06:06:47.0000000
ds153,https://w3id.org/xapi/adb/verbs/read,PREV,NULL,002,pc,NULL,NULL,NULL,18,9f61408e3afb633e50cdf1b20de6f466,NULL,2017-11-22 06:06:48.0000000
ds125,https://w3id.org/xapi/adb/verbs/read,NEXT,NULL,003,pc,NULL,NULL,NULL,18,9f61408e3afb633e50cdf1b20de6f466,NULL,2017-11-22 06:06:48.0000000
ds106,https://w3id.org/xapi/adb/verbs/read,NEXT,NULL,003,pc,NULL,NULL,NULL,16,9f61408e3afb633e50cdf1b20de6f466,NULL,2017-11-22 06:06:49.0000000
ds124,https://w3id.org/xapi/adb/verbs/read,NEXT,NULL,003,pc,NULL,NULL,NULL,16,9f61408e3afb633e50cdf1b20de6f466,NULL,2017-11-22 06:06:50.0000000
ds104,https://w3id.org/xapi/adb/verbs/read,NEXT,NULL,003,pc,NULL,NULL,NULL,14,9f61408e3afb633e50cdf1b20de6f466,NULL,2017-11-22 06:06:51.0000000
ds133,https://w3id.org/xapi/adb/verbs/read,NEXT,NULL,003,pc,NULL,NULL,NULL,14,9f61408e3afb633e50cdf1b20de6f466,NULL,2017-11-22 06:06:51.0000000
ds133,https://w3id.org/xapi/adb/verbs/read,NEXT,NULL,003,pc,NULL,NULL,NULL,15,9f61408e3afb633e50cdf1b20de6f466,NULL,2017-11-22 06:06:54.0000000
ds124,https://w3id.org/xapi/adb/verbs/read,NEXT,NULL,003,pc,NULL,NULL,NULL,17,9f61408e3afb633e50cdf1b20de6f466,NULL,2017-11-22 06:06:55.0000000
ds124,https://w3id.org/xapi/adb/verbs/read,PREV,NULL,002,pc,NULL,NULL,NULL,18,9f61408e3afb633e50cdf1b20de6f466,NULL,2017-11-22 06:06:56.0000000
ds133,https://w3id.org/xapi/adb/verbs/read,NEXT,NULL,003,pc,NULL,NULL,NULL,16,9f61408e3afb633e50cdf1b20de6f466,NULL,2017-11-22 06:06:57.0000000
ds103,https://w3id.org/xapi/adb/verbs/read,NEXT,NULL,003,pc,NULL,NULL,NULL,17,9f61408e3afb633e50cdf1b20de6f466,NULL,2017-11-22 06:07:00.0000000
ds125,https://w3id.org/xapi/adb/verbs/read,NEXT,NULL,003,pc,NULL,NULL,NULL,19,9f61408e3afb633e50cdf1b20de6f466,NULL,2017-11-22 06:07:01.0000000
ds104,https://w3id.org/xapi/adb/verbs/read,NEXT,NULL,003,pc,NULL,NULL,NULL,15,9f61408e3afb633e50cdf1b20de6f466,NULL,2017-11-22 06:07:02.0000000
ds104,https://w3id.org/xapi/adb/verbs/read,NEXT,NULL,003,pc,NULL,NULL,NULL,16,9f61408e3afb633e50cdf1b20de6f466,NULL,2017-11-22 06:07:05.0000000
ds103,https://w3id.org/xapi/adb/verbs/read,PREV,NULL,002,pc,NULL,NULL,NULL,18,9f61408e3afb633e50cdf1b20de6f466,NULL,2017-11-22 06:07:07.0000000
ds103,https://w3id.org/xapi/adb/verbs/read,NEXT,NULL,003,pc,NULL,NULL,NULL,17,9f61408e3afb633e50cdf1b20de6f466,NULL,2017-11-22 06:07:07.0000000
ds125,https://w3id.org/xapi/adb/verbs/read,NEXT,NULL,003,pc,NULL,NULL,NULL,20,9f61408e3afb633e50cdf1b20de6f466,NULL,2017-11-22 06:07:14.0000000
ds125,https://w3id.org/xapi/adb/verbs/read,NEXT,NULL,003,pc,NULL,NULL,NULL,21,9f61408e3afb633e50cdf1b20de6f466,NULL,2017-11-22 06:07:19.0000000
ds127,https://w3id.org/xapi/adb/verbs/read,PREV,NULL,002,pc,NULL,NULL,NULL,17,9f61408e3afb633e50cdf1b20de6f466,NULL,2017-11-22 06:07:20.0000000
ds125,https://w3id.org/xapi/adb/verbs/read,NEXT,NULL,003,pc,NULL,NULL,NULL,22,9f61408e3afb633e50cdf1b20de6f466,NULL,2017-11-22 06:07:21.0000000
ds127,https://w3id.org/xapi/adb/verbs/read,NEXT,NULL,003,pc,NULL,NULL,NULL,16,9f61408e3afb633e50cdf1b20de6f466,NULL,2017-11-22 06:07:22.0000000
ds125,https://w3id.org/xapi/adb/verbs/read,NEXT,NULL,003,pc,NULL,NULL,NULL,23,9f61408e3afb633e50cdf1b20de6f466,NULL,2017-11-22 06:07:24.0000000
ds127,https://w3id.org/xapi/adb/verbs/read,NEXT,NULL,003,pc,NULL,NULL,NULL,17,9f61408e3afb633e50cdf1b20de6f466,NULL,2017-11-22 06:07:26.0000000
ds103,https://w3id.org/xapi/adb/verbs/read,NEXT,NULL,003,pc,NULL,NULL,NULL,18,9f61408e3afb633e50cdf1b20de6f466,NULL,2017-11-22 06:07:26.0000000
ds103,https://w3id.org/xapi/adb/verbs/read,PREV,NULL,002,pc,NULL,NULL,NULL,19,9f61408e3afb633e50cdf1b20de6f466,NULL,2017-11-22 06:07:27.0000000
ds103,https://w3id.org/xapi/adb/verbs/read,NEXT,NULL,003,pc,NULL,NULL,NULL,18,9f61408e3afb633e50cdf1b20de6f466,NULL,2017-11-22 06:07:31.0000000
ds127,https://w3id.org/xapi/adb/verbs/read,PREV,NULL,002,pc,NULL,NULL,NULL,18,9f61408e3afb633e50cdf1b20de6f466,NULL,2017-11-22 06:07:31.0000000
ds103,https://w3id.org/xapi/adb/verbs/read,NEXT,NULL,003,pc,NULL,NULL,NULL,19,9f61408e3afb633e50cdf1b20de6f466,NULL,2017-11-22 06:07:38.0000000
ds103,https://w3id.org/xapi/adb/verbs/read,NEXT,NULL,003,pc,NULL,NULL,NULL,20,9f61408e3afb633e50cdf1b20de6f466,NULL,2017-11-22 06:07:39.0000000
ds103,https://w3id.org/xapi/adb/verbs/read,NEXT,NULL,003,pc,NULL,NULL,NULL,21,9f61408e3afb633e50cdf1b20de6f466,NULL,2017-11-22 06:07:41.0000000
ds103,https://w3id.org/xapi/adb/verbs/read,PREV,NULL,002,pc,NULL,NULL,NULL,22,9f61408e3afb633e50cdf1b20de6f466,NULL,2017-11-22 06:07:42.0000000
ds103,https://w3id.org/xapi/adb/verbs/read,NEXT,NULL,003,pc,NULL,NULL,NULL,21,9f61408e3afb633e50cdf1b20de6f466,NULL,2017-11-22 06:07:43.0000000
ds103,https://w3id.org/xapi/adb/verbs/read,PREV,NULL,002,pc,NULL,NULL,NULL,22,9f61408e3afb633e50cdf1b20de6f466,NULL,2017-11-22 06:07:44.0000000
ds103,https://w3id.org/xapi/adb/verbs/read,PREV,NULL,002,pc,NULL,NULL,NULL,22,9f61408e3afb633e50cdf1b20de6f466,NULL,2017-11-22 06:07:44.0000000
ds103,https://w3id.org/xapi/adb/verbs/read,PREV,NULL,002,pc,NULL,NULL,NULL,21,9f61408e3afb633e50cdf1b20de6f466,NULL,2017-11-22 06:07:45.0000000
ds103,https://w3id.org/xapi/adb/verbs/read,PREV,NULL,002,pc,NULL,NULL,NULL,20,9f61408e3afb633e50cdf1b20de6f466,NULL,2017-11-22 06:07:46.0000000
ds103,https://w3id.org/xapi/adb/verbs/read,PREV,NULL,002,pc,NULL,NULL,NULL,19,9f61408e3afb633e50cdf1b20de6f466,NULL,2017-11-22 06:07:46.0000000
ds103,https://w3id.org/xapi/adb/verbs/read,PREV,NULL,002,pc,NULL,NULL,NULL,18,9f61408e3afb633e50cdf1b20de6f466,NULL,2017-11-22 06:07:47.0000000
ds103,https://w3id.org/xapi/adb/verbs/read,PREV,NULL,002,pc,NULL,NULL,NULL,17,9f61408e3afb633e50cdf1b20de6f466,NULL,2017-11-22 06:07:48.0000000
ds103,https://w3id.org/xapi/adb/verbs/read,NEXT,NULL,003,pc,NULL,NULL,NULL,16,9f61408e3afb633e50cdf1b20de6f466,NULL,2017-11-22 06:07:48.0000000
ds123,https://w3id.org/xapi/adb/verbs/read,NEXT,NULL,003,pc,NULL,NULL,NULL,15,9f61408e3afb633e50cdf1b20de6f466,NULL,2017-11-22 06:07:53.0000000
ds123,https://w3id.org/xapi/adb/verbs/read,NEXT,NULL,003,pc,NULL,NULL,NULL,16,9f61408e3afb633e50cdf1b20de6f466,NULL,2017-11-22 06:07:55.0000000
ds145,https://w3id.org/xapi/adb/verbs/read,NEXT,NULL,003,pc,NULL,NULL,NULL,14,9f61408e3afb633e50cdf1b20de6f466,NULL,2017-11-22 06:07:56.0000000
ds145,https://w3id.org/xapi/adb/verbs/read,NEXT,NULL,003,pc,NULL,NULL,NULL,15,9f61408e3afb633e50cdf1b20de6f466,NULL,2017-11-22 06:08:01.0000000
ds145,https://w3id.org/xapi/adb/verbs/read,NEXT,NULL,003,pc,NULL,NULL,NULL,16,9f61408e3afb633e50cdf1b20de6f466,NULL,2017-11-22 06:08:02.0000000
ds103,https://w3id.org/xapi/adb/verbs/read,NEXT,NULL,003,pc,NULL,NULL,NULL,17,9f61408e3afb633e50cdf1b20de6f466,NULL,2017-11-22 06:08:07.0000000
ds103,https://w3id.org/xapi/adb/verbs/read,NEXT,NULL,003,pc,NULL,NULL,NULL,18,9f61408e3afb633e50cdf1b20de6f466,NULL,2017-11-22 06:08:13.0000000
ds103,https://w3id.org/xapi/adb/verbs/read,NEXT,NULL,003,pc,NULL,NULL,NULL,19,9f61408e3afb633e50cdf1b20de6f466,NULL,2017-11-22 06:08:16.0000000
ds103,https://w3id.org/xapi/adb/verbs/read,NEXT,NULL,003,pc,NULL,NULL,NULL,20,9f61408e3afb633e50cdf1b20de6f466,NULL,2017-11-22 06:08:20.0000000
ds103,https://w3id.org/xapi/adb/verbs/read,PREV,NULL,002,pc,NULL,NULL,NULL,21,9f61408e3afb633e50cdf1b20de6f466,NULL,2017-11-22 06:08:34.0000000
ds103,https://w3id.org/xapi/adb/verbs/read,PREV,NULL,002,pc,NULL,NULL,NULL,20,9f61408e3afb633e50cdf1b20de6f466,NULL,2017-11-22 06:08:37.0000000
ds103,https://w3id.org/xapi/adb/verbs/read,PREV,NULL,002,pc,NULL,NULL,NULL,19,9f61408e3afb633e50cdf1b20de6f466,NULL,2017-11-22 06:08:40.0000000
ds103,https://w3id.org/xapi/adb/verbs/read,PREV,NULL,002,pc,NULL,NULL,NULL,18,9f61408e3afb633e50cdf1b20de6f466,NULL,2017-11-22 06:08:41.0000000
ds103,https://w3id.org/xapi/adb/verbs/read,PREV,NULL,002,pc,NULL,NULL,NULL,17,9f61408e3afb633e50cdf1b20de6f466,NULL,2017-11-22 06:08:41.0000000
ds112,https://w3id.org/xapi/adb/verbs/read,NEXT,NULL,003,pc,NULL,NULL,NULL,17,9f61408e3afb633e50cdf1b20de6f466,NULL,2017-11-22 06:08:47.0000000
ds103,https://w3id.org/xapi/adb/verbs/read,NEXT,NULL,003,pc,NULL,NULL,NULL,16,9f61408e3afb633e50cdf1b20de6f466,NULL,2017-11-22 06:08:47.0000000
ds103,https://w3id.org/xapi/adb/verbs/read,NEXT,NULL,003,pc,NULL,NULL,NULL,17,9f61408e3afb633e50cdf1b20de6f466,NULL,2017-11-22 06:08:49.0000000
